À a grave capital
à a grave small
È e grave capital
è e grave small
Ì i grave capital
ì i grave small
Ò o grave capital
ò o grave small
Ù u grave capital
ù u grave small
É e acute capital
é e acute small
Ó o acute capital
ó o acute small
